tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
27,flightaware,AA-1165-JFK-MIA,7:10 a.m.,7:30 a.m.,10:34 a.m.,10:04 a.m.
28,aa,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,8:05 p.m.,7:55 p.m.
29,flights,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
30,aa,AA-400-DFW-JFK,6:59 a.m.,11:01 a.m.,2:59 p.m.,3:04 p.m.
31,aa,AA-4198-ORD-CLE,10:40 a.m.,10:54 a.m.,10:34 a.m.,12:50 p.m.
32,aa,AA-1522-SFO-ORD,11:55 p.m.,7:22 a.m.,5:50 a.m.,10:04 a.m.
33,flytecomm,AA-3823-LAX-DEN,9:00 p.m.,7:22 a.m.,12:15 a.m.,12:15 a.m.
34,aa,AA-1165-JFK-MIA,8:25 p.m.,8:25 p.m.,11:50 p.m.,10:04 a.m.
35,gofox,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
36,aa,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,11:44 a.m.
37,aa,AA-649-ORD-SNA,1:30 p.m.,1:30 p.m.,10:34 a.m.,3:50 p.m.
38,myrateplan,AA-3063-SLC-LAX,8:20 p.m.,8:39 p.m.,9:20 p.m.,9:20 p.m.
39,aa,AA-3804-PHL-ORD,2:35 p.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
40,aa,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,10:04 a.m.
41,aa,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,11:06 a.m.
42,aa,AA-4277-CVG-JFK,12:10 p.m.,12:10 p.m.,2:15 p.m.,1:43 p.m.
43,aa,AA-789-ORD-DEN,1:05 p.m.,1:19 p.m.,2:35 p.m.,10:04 a.m.
44,aa,AA-415-BOS-ORD,8:35 a.m.,8:56 a.m.,10:40 a.m.,10:04 a.m.
45,aa,AA-85-JFK-SFO,6:59 a.m.,3:36 p.m.,10:34 a.m.,6:43 p.m.
46,wunderground,AA-1544-SAN-ORD,6:59 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
47,aa,AA-3786-IAH-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,6:15 p.m.
48,aa,AA-222-LAX-BOS,7:10 a.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
49,aa,AA-3809-PHX-LAX,8:00 p.m.,8:23 p.m.,6:40 a.m.,6:19 a.m.
50,boston,AA-59-JFK-SFO,7:10 a.m.,7:39 a.m.,9:45 p.m.,11:12 a.m.
51,helloflight,AA-3859-IAH-ORD,7:10 a.m.,8:23 p.m.,9:40 a.m.,9:32 a.m.
52,helloflight,CO-1586-IAH-MCO,7:00 p.m.,7:14 p.m.,9:45 p.m.,9:53 p.m.
53,helloflight,AA-518-MIA-JFK,6:40 a.m.,8:23 p.m.,9:25 a.m.,9:28 a.m.
54,helloflight,UA-397-JFK-SFO,8:00 a.m.,8:29 a.m.,11:55 a.m.,11:58 a.m.
55,helloflight,UA-3925-IAD-ORF,8:00 p.m.,8:42 a.m.,9:54 a.m.,9:43 a.m.
56,helloflight,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
57,helloflight,UA-2830-MCO-CLT,8:00 p.m.,3:27 p.m.,9:45 p.m.,5:17 p.m.
58,helloflight,CO-58-DEN-IAH,11:25 a.m.,11:32 a.m.,2:50 p.m.,9:53 p.m.
59,helloflight,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,5:25 p.m.,4:56 p.m.
60,foxbusiness,UA-5487-SFO-MRY,10:39 a.m.,10:33 a.m.,11:19 a.m.,11:21 a.m.
61,helloflight,AA-1221-MCO-ORD,11:25 p.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
62,helloflight,UA-414-LAX-SFO,8:00 p.m.,8:23 p.m.,7:23 a.m.,7:17 a.m.
63,mco,CO-1614-LAX-IAH,8:00 p.m.,8:23 p.m.,5:35 a.m.,5:26 a.m.
64,helloflight,UA-2726-FLL-PHL,4:00 p.m.,4:00 p.m.,6:46 p.m.,6:28 p.m.
65,mytripandmore,CO-52-IAH-LAX,7:35 a.m.,7:29 a.m.,9:21 a.m.,9:14 a.m.
66,helloflight,CO-1090-BOS-IAH,8:00 p.m.,10:19 a.m.,9:45 p.m.,1:19 p.m.
67,ord,AA-616-DFW-DTW,9:05 a.m.,10:10 a.m.,9:45 p.m.,9:53 p.m.
68,panynj,UA-3515-IAD-MSP,8:15 a.m.,8:23 p.m.,10:06 a.m.,9:56 a.m.
69,helloflight,AA-3468-CVG-MIA,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
70,travelocity,AA-1221-MCO-ORD,8:00 p.m.,4:29 p.m.,7:55 p.m.,7:39 p.m.
71,helloflight,AA-1886-BOS-MIA,8:00 p.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
72,helloflight,AA-1221-MCO-ORD,2:30 p.m.,8:23 p.m.,7:03 p.m.,7:10 p.m.
73,helloflight,AA-1221-MCO-ORD,8:05 a.m.,8:00 a.m.,11:35 a.m.,11:32 a.m.
74,helloflight,UA-2314-ATL-PHL,2:55 p.m.,2:55 p.m.,5:00 p.m.,4:47 p.m.
75,helloflight,AA-446-DFW-PHL,1:00 p.m.,12:12 p.m.,3:50 p.m.,4:09 p.m.
76,helloflight,AA-1279-DFW-PHX,1:00 p.m.,11:56 a.m.,1:17 p.m.,1:14 p.m.
77,helloflight,AA-466-IAH-MIA,1:00 p.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.
78,helloflight,UA-3050-PHX-CLT,1:00 p.m.,11:30 a.m.,4:57 p.m.,5:05 p.m.
79,businesstravellogue,AA-1279-DFW-PHX,6:00 a.m.,6:02 a.m.,10:20 a.m.,10:27 a.m.
80,helloflight,CO-1088-CLE-IAH,1:00 p.m.,8:40 a.m.,10:54 a.m.,10:56 a.m.
81,helloflight,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,3:30 p.m.
82,helloflight,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
83,helloflight,UA-854-SFO-IAH,7:53 a.m.,7:49 a.m.,2:35 p.m.,3:30 p.m.
84,helloflight,UA-382-IAD-LAX,12:30 p.m.,12:35 p.m.,3:19 p.m.,3:30 p.m.
85,helloflight,AA-4344-ORD-DTW,11:45 a.m.,2:04 p.m.,2:00 p.m.,2:10 p.m.
86,helloflight,UA-257-JFK-SFO,2:30 p.m.,2:26 p.m.,6:15 p.m.,5:42 p.m.
87,helloflight,AA-1279-DFW-PHX,12:00 a.m.,2:04 p.m.,1:45 p.m.,1:15 p.m.
88,helloflight,AA-1279-DFW-PHX,5:25 p.m.,5:22 p.m.,8:22 p.m.,3:30 p.m.
89,helloflight,AA-1279-DFW-PHX,7:10 p.m.,8:25 p.m.,8:56 p.m.,9:52 p.m.
90,helloflight,AA-2050-ORD-MIA,1:00 p.m.,2:04 p.m.,2:35 p.m.,2:46 p.m.
91,helloflight,AA-1279-DFW-PHX,1:00 p.m.,1:32 p.m.,5:15 p.m.,3:30 p.m.
92,helloflight,AA-4330-CVG-ORD,3:35 p.m.,3:36 p.m.,4:00 p.m.,3:33 p.m.
93,orbitz,AA-1279-DFW-PHX,7:15 a.m.,2:04 p.m.,10:35 a.m.,3:30 p.m.
94,helloflight,AA-1640-MIA-MCO,6:30 p.m.,2:04 p.m.,7:25 p.m.,7:25 p.m.
95,helloflight,AA-4307-ORD-DTW,6:45 p.m.,6:55 p.m.,2:35 p.m.,8:53 p.m.
96,helloflight,AA-3-JFK-LAX,1:00 p.m.,2:04 p.m.,3:15 p.m.,3:30 p.m.
97,weather,CO-1694-LAX-IAH,7:15 p.m.,7:15 p.m.,12:21 a.m.,12:21 a.m.
98,helloflight,UA-843-LAX-ORD,1:55 p.m.,2:04 p.m.,7:53 p.m.,3:30 p.m.
99,wunderground,CO-1193-EWR-MCO,1:00 p.m.,2:04 p.m.,12:18 p.m.,12:09 p.m.
100,helloflight,AA-3842-MSP-ORD,7:15 a.m.,7:21 a.m.,7:30 a.m.,10:36 a.m.
101,helloflight,AA-643-MIA-ORD,7:10 a.m.,7:21 a.m.,9:35 a.m.,9:31 a.m.
102,helloflight,AA-1007-MIA-PHX,4:55 p.m.,7:21 a.m.,8:05 p.m.,7:55 p.m.
103,helloflight,AA-1434-DFW-MCO,7:25 a.m.,7:39 a.m.,10:35 a.m.,11:06 a.m.
104,helloflight,UA-2906-PHL-MCO,3:50 p.m.,4:28 p.m.,10:35 a.m.,6:38 p.m.
105,helloflight,UA-938-DEN-ORD,7:15 a.m.,4:15 p.m.,10:35 a.m.,7:36 p.m.
106,flightexplorer,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,10:36 a.m.
107,helloflight,CO-16-LAX-EWR,10:25 a.m.,10:20 a.m.,6:44 p.m.,6:34 p.m.
108,helloflight,UA-2515-DFW-CLT,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
109,flightview,AA-400-DFW-JFK,7:15 a.m.,7:21 a.m.,2:59 p.m.,3:04 p.m.
110,flightwise,UA-664-ORD-PHL,1:33 p.m.,1:31 p.m.,4:31 p.m.,4:23 p.m.
111,helloflight,AA-1434-DFW-MCO,7:15 a.m.,12:41 p.m.,2:45 p.m.,2:50 p.m.
112,helloflight,UA-37-EWR-MCO,1:29 p.m.,1:48 p.m.,4:17 p.m.,4:17 p.m.
113,helloflight,AA-1522-SFO-ORD,11:55 p.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
114,helloflight,AA-1434-DFW-MCO,4:25 p.m.,4:25 p.m.,10:35 a.m.,10:36 a.m.
115,helloflight,AA-3823-LAX-DEN,7:15 a.m.,9:00 p.m.,10:35 a.m.,12:15 a.m.
116,helloflight,AA-1434-DFW-MCO,8:25 p.m.,8:25 p.m.,11:50 p.m.,11:50 p.m.
117,helloflight,AA-1434-DFW-MCO,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
118,myrateplan,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,11:44 a.m.
119,helloflight,AA-1434-DFW-MCO,8:29 a.m.,8:26 a.m.,10:35 a.m.,9:13 a.m.
120,panynj,AA-1434-DFW-MCO,7:15 a.m.,1:30 p.m.,3:50 p.m.,3:50 p.m.
121,quicktrip,CO-1250-MIA-IAH,2:53 p.m.,3:01 p.m.,10:35 a.m.,4:59 p.m.
122,helloflight,UA-6273-YYC-SFO,7:35 a.m.,7:27 a.m.,9:43 a.m.,8:45 a.m.
123,helloflight,AA-1434-DFW-MCO,7:15 a.m.,11:08 p.m.,10:35 a.m.,5:11 a.m.
124,helloflight,CO-4888-IAH-DAL,5:30 p.m.,5:30 p.m.,6:40 p.m.,10:36 a.m.
125,wunderground,AA-1434-DFW-MCO,1:45 p.m.,1:32 p.m.,8:27 a.m.,8:02 a.m.
126,helloflight,UA-2704-DTW-PHX,11:15 a.m.,11:15 a.m.,1:40 p.m.,2:00 p.m.
127,helloflight,AA-3063-SLC-LAX,8:20 p.m.,8:39 p.m.,9:20 p.m.,9:20 p.m.
128,helloflight,UA-2708-EWR-CLT,2:55 p.m.,2:55 p.m.,4:53 p.m.,4:44 p.m.
129,helloflight,UA-62-IAH-EWR,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
130,helloflight,UA-1500-IAH-GUA,8:55 a.m.,11:55 p.m.,11:45 a.m.,11:56 a.m.
131,helloflight,AA-3804-PHL-ORD,2:35 p.m.,2:44 p.m.,5:50 a.m.,5:50 a.m.
132,flights,AA-1522-SFO-ORD,11:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
133,flightstats,AA-2268-PHX-ORD,7:15 a.m.,11:55 p.m.,11:35 a.m.,5:50 a.m.
134,flightview,AA-4277-CVG-JFK,12:10 p.m.,11:55 p.m.,5:50 a.m.,1:43 p.m.
135,helloflight,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,5:50 a.m.,11:01 a.m.
136,flytecomm,UA-37-EDI-EWR,9:05 a.m.,8:52 a.m.,11:53 a.m.,12:09 p.m.
137,helloflight,AA-789-ORD-DEN,1:05 p.m.,1:19 p.m.,2:35 p.m.,5:50 a.m.
138,helloflight,AA-1522-SFO-ORD,8:35 a.m.,8:56 a.m.,10:40 a.m.,10:16 a.m.
139,helloflight,AA-85-JFK-SFO,3:05 p.m.,3:36 p.m.,5:50 a.m.,6:43 p.m.
140,helloflight,AA-3979-CVG-ORD,7:30 a.m.,8:04 a.m.,8:00 a.m.,8:06 a.m.
141,orbitz,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,6:40 p.m.,5:50 a.m.
142,helloflight,AA-271-MIA-LAX,11:55 p.m.,11:52 a.m.,5:50 a.m.,2:27 p.m.
143,helloflight,CO-50-CLE-EWR,2:55 p.m.,3:31 p.m.,4:49 p.m.,5:26 p.m.
144,helloflight,UA-3099-PHX-PHL,11:55 a.m.,11:55 a.m.,6:17 p.m.,5:50 a.m.
145,travelocity,AA-4198-ORD-CLE,10:40 a.m.,10:54 a.m.,12:55 p.m.,5:50 a.m.
146,helloflight,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,7:45 a.m.,7:40 a.m.
147,helloflight,CO-45-EWR-MIA,11:55 p.m.,3:58 p.m.,7:05 p.m.,5:50 a.m.
148,helloflight,AA-3809-PHX-LAX,6:00 a.m.,11:55 p.m.,6:40 a.m.,6:19 a.m.
149,helloflight,AA-59-JFK-SFO,7:10 a.m.,7:39 a.m.,5:25 p.m.,11:12 a.m.
150,airtravelcenter,AA-222-LAX-BOS,11:25 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
151,allegiantair,AA-3859-IAH-ORD,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:32 a.m.
152,boston,CO-1586-IAH-MCO,7:00 p.m.,7:14 p.m.,5:25 p.m.,4:56 p.m.
153,boston,AA-1544-SAN-ORD,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.
154,flightarrival,UA-397-JFK-SFO,8:00 a.m.,8:29 a.m.,11:55 a.m.,11:58 a.m.
155,flightexplorer,UA-3925-IAD-ORF,8:41 a.m.,8:42 a.m.,9:54 a.m.,4:56 p.m.
156,boston,AA-1733-ORD-PHX,11:25 a.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
157,flightview,AA-1544-SAN-ORD,12:00 p.m.,11:40 a.m.,3:15 p.m.,4:56 p.m.
158,flylouisville,AA-1544-SAN-ORD,3:27 p.m.,3:27 p.m.,5:05 p.m.,4:56 p.m.
159,flytecomm,CO-58-DEN-IAH,11:25 a.m.,11:32 a.m.,2:50 p.m.,4:56 p.m.
160,boston,AA-1544-SAN-ORD,11:25 a.m.,10:33 a.m.,11:19 a.m.,11:21 a.m.
161,boston,AA-204-LAX-MCO,11:25 p.m.,11:40 a.m.,6:55 a.m.,6:55 a.m.
162,helloflight,UA-414-LAX-SFO,11:25 a.m.,5:56 a.m.,5:25 p.m.,4:56 p.m.
163,boston,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,5:26 a.m.
164,boston,AA-1544-SAN-ORD,4:00 p.m.,4:00 p.m.,6:46 p.m.,4:56 p.m.
165,boston,CO-52-IAH-LAX,11:25 a.m.,7:29 a.m.,5:25 p.m.,9:14 a.m.
166,boston,CO-1090-BOS-IAH,11:25 a.m.,10:19 a.m.,5:25 p.m.,1:19 p.m.
167,boston,AA-616-DFW-DTW,9:05 a.m.,10:10 a.m.,5:25 p.m.,1:27 p.m.
168,boston,UA-3515-IAD-MSP,11:25 a.m.,8:12 a.m.,5:25 p.m.,4:56 p.m.
169,usatoday,AA-1544-SAN-ORD,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
170,boston,AA-1544-SAN-ORD,4:15 p.m.,4:29 p.m.,7:55 p.m.,7:39 p.m.
171,aa,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
172,boston,AA-1640-MIA-MCO,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
173,allegiantair,AA-1640-MIA-MCO,8:05 a.m.,6:30 p.m.,7:25 p.m.,11:32 a.m.
174,boston,UA-2314-ATL-PHL,6:30 p.m.,2:55 p.m.,7:25 p.m.,4:47 p.m.
175,boston,AA-446-DFW-PHL,11:50 a.m.,12:12 p.m.,3:50 p.m.,7:25 p.m.
176,boston,CO-1023-IAH-DEN,11:40 a.m.,11:56 a.m.,1:17 p.m.,1:14 p.m.
177,boston,AA-466-IAH-MIA,6:30 p.m.,6:08 a.m.,9:20 a.m.,7:25 p.m.
178,boston,UA-3050-PHX-CLT,11:05 a.m.,11:30 a.m.,7:25 p.m.,5:05 p.m.
179,boston,AA-1640-MIA-MCO,6:00 a.m.,6:30 p.m.,10:20 a.m.,10:27 a.m.
180,boston,AA-1640-MIA-MCO,8:40 a.m.,8:40 a.m.,10:54 a.m.,7:25 p.m.
181,flightview,AA-1640-MIA-MCO,10:15 a.m.,6:30 p.m.,7:25 p.m.,11:56 a.m.
182,flightwise,AA-1640-MIA-MCO,1:00 p.m.,2:04 p.m.,7:25 p.m.,3:30 p.m.
183,boston,AA-1640-MIA-MCO,7:53 a.m.,7:49 a.m.,1:39 p.m.,1:30 p.m.
184,flytecomm,UA-382-IAD-LAX,12:30 p.m.,6:30 p.m.,7:25 p.m.,3:21 p.m.
185,boston,AA-4344-ORD-DTW,11:45 a.m.,12:13 p.m.,2:00 p.m.,7:25 p.m.
186,gofox,UA-257-JFK-SFO,2:30 p.m.,2:26 p.m.,6:15 p.m.,5:42 p.m.
187,boston,UA-2945-PHL-CLT,12:00 a.m.,6:30 p.m.,1:45 p.m.,7:25 p.m.
188,boston,AA-1640-MIA-MCO,5:25 p.m.,6:30 p.m.,7:25 p.m.,8:03 p.m.
189,boston,CO-47-IAH-LAX,7:10 p.m.,8:25 p.m.,8:56 p.m.,9:52 p.m.
190,boston,AA-2050-ORD-MIA,10:40 a.m.,6:30 p.m.,2:45 p.m.,2:46 p.m.
191,boston,AA-1640-MIA-MCO,12:57 p.m.,6:30 p.m.,5:15 p.m.,7:25 p.m.
192,panynj,AA-4330-CVG-ORD,3:35 p.m.,3:36 p.m.,4:00 p.m.,7:25 p.m.
193,boston,AA-1640-MIA-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,7:25 p.m.
194,travelocity,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
195,usatoday,AA-4307-ORD-DTW,6:30 p.m.,6:30 p.m.,9:10 p.m.,8:53 p.m.
196,boston,CO-1694-LAX-IAH,7:15 p.m.,7:15 p.m.,7:25 p.m.,12:21 a.m.
197,world-flight-tracker,AA-1640-MIA-MCO,1:55 p.m.,2:10 p.m.,7:25 p.m.,7:58 p.m.
198,boston,CO-1193-EWR-MCO,9:15 a.m.,6:30 p.m.,12:18 p.m.,12:09 p.m.
199,boston,AA-3842-MSP-ORD,6:00 a.m.,10:18 a.m.,7:30 a.m.,11:56 a.m.
200,boston,AA-1664-MIA-ATL,7:10 a.m.,10:18 a.m.,9:35 a.m.,9:31 a.m.
201,boston,AA-1007-MIA-PHX,4:55 p.m.,10:18 a.m.,8:05 p.m.,11:56 a.m.
202,boston,UA-2906-PHL-MCO,3:50 p.m.,4:28 p.m.,6:23 p.m.,11:56 a.m.
203,businesstravellogue,UA-938-DEN-ORD,4:16 p.m.,4:15 p.m.,7:35 p.m.,7:36 p.m.
204,flightarrival,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,11:56 a.m.
205,boston,AA-1664-MIA-ATL,10:25 a.m.,10:20 a.m.,6:44 p.m.,11:56 a.m.
206,boston,UA-2515-DFW-CLT,10:15 a.m.,7:05 a.m.,12:10 p.m.,10:47 a.m.
207,boston,AA-400-DFW-JFK,10:40 a.m.,11:01 a.m.,2:59 p.m.,11:56 a.m.
208,boston,UA-664-ORD-PHL,1:33 p.m.,10:18 a.m.,4:31 p.m.,4:23 p.m.
209,boston,AA-3756-ORD-SLC,12:15 p.m.,12:41 p.m.,2:45 p.m.,2:50 p.m.
210,flylouisville,AA-1664-MIA-ATL,10:15 a.m.,1:48 p.m.,4:17 p.m.,4:17 p.m.
211,boston,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,11:56 a.m.
212,foxbusiness,AA-1664-MIA-ATL,10:15 a.m.,4:25 p.m.,12:29 a.m.,12:29 a.m.
213,boston,AA-1664-MIA-ATL,9:00 p.m.,10:18 a.m.,12:10 p.m.,12:15 a.m.
214,boston,AA-1664-MIA-ATL,8:25 p.m.,8:25 p.m.,11:50 p.m.,11:56 a.m.
215,boston,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
216,boston,AA-431-MIA-SFO,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:44 a.m.
217,boston,UA-3373-IAD-PHL,8:29 a.m.,8:26 a.m.,9:24 a.m.,11:56 a.m.
218,boston,AA-1664-MIA-ATL,1:30 p.m.,1:30 p.m.,12:10 p.m.,3:50 p.m.
219,boston,CO-1250-MIA-IAH,10:15 a.m.,3:01 p.m.,4:48 p.m.,11:56 a.m.
220,boston,UA-6273-YYC-SFO,7:35 a.m.,10:18 a.m.,12:10 p.m.,8:45 a.m.
221,boston,UA-828-SFO-ORD,11:08 p.m.,10:18 a.m.,5:11 a.m.,5:11 a.m.
222,boston,AA-1664-MIA-ATL,10:15 a.m.,5:30 p.m.,6:40 p.m.,11:56 a.m.
223,boston,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,8:27 a.m.,8:02 a.m.
224,boston,AA-1664-MIA-ATL,11:15 a.m.,11:15 a.m.,1:40 p.m.,11:56 a.m.
225,boston,AA-3063-SLC-LAX,8:20 p.m.,8:39 p.m.,9:20 p.m.,9:20 p.m.
226,boston,AA-1733-ORD-PHX,7:45 p.m.,2:55 p.m.,4:53 p.m.,4:44 p.m.
227,boston,UA-62-IAH-EWR,7:45 p.m.,2:48 p.m.,10:30 p.m.,7:10 p.m.
228,boston,UA-1500-IAH-GUA,8:55 a.m.,9:16 a.m.,11:45 a.m.,11:56 a.m.
229,boston,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,4:05 p.m.,3:43 p.m.
230,boston,AA-1917-JFK-MCO,7:45 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
231,boston,AA-1733-ORD-PHX,7:15 a.m.,7:22 a.m.,10:30 p.m.,11:06 a.m.
232,boston,AA-4277-CVG-JFK,12:10 p.m.,12:10 p.m.,2:15 p.m.,10:30 p.m.
233,boston,AA-1733-ORD-PHX,7:55 a.m.,7:58 p.m.,11:05 a.m.,11:01 a.m.
234,boston,UA-37-EDI-EWR,9:05 a.m.,8:52 a.m.,11:53 a.m.,12:09 p.m.
235,flylouisville,AA-1733-ORD-PHX,7:45 p.m.,1:19 p.m.,10:30 p.m.,10:30 p.m.
236,flytecomm,AA-415-BOS-ORD,8:35 a.m.,8:56 a.m.,10:30 p.m.,10:30 p.m.
237,foxbusiness,AA-1733-ORD-PHX,7:45 p.m.,3:36 p.m.,6:30 p.m.,6:43 p.m.
238,gofox,AA-3979-CVG-ORD,7:30 a.m.,8:04 a.m.,8:00 a.m.,8:06 a.m.
239,boston,AA-1733-ORD-PHX,11:25 a.m.,7:58 p.m.,5:25 p.m.,4:56 p.m.
240,boston,AA-3786-IAH-ORD,4:00 p.m.,7:58 p.m.,6:40 p.m.,6:15 p.m.
241,boston,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
242,boston,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,10:30 p.m.,11:06 a.m.
243,boston,CO-50-CLE-EWR,2:55 p.m.,3:31 p.m.,10:30 p.m.,5:26 p.m.
244,boston,AA-1733-ORD-PHX,11:55 a.m.,11:55 a.m.,6:17 p.m.,10:30 p.m.
245,boston,AA-4198-ORD-CLE,10:40 a.m.,7:58 p.m.,10:30 p.m.,12:50 p.m.
246,quicktrip,AA-404-MIA-MCO,6:45 a.m.,6:57 a.m.,7:45 a.m.,10:30 p.m.
247,boston,AA-1733-ORD-PHX,4:00 p.m.,3:58 p.m.,7:05 p.m.,6:36 p.m.
248,boston,AA-1733-ORD-PHX,6:00 a.m.,6:10 a.m.,6:40 a.m.,6:19 a.m.
